-0.00258679
-0.00436570	0.00060832	-0.01208417	0.00277409	-0.01433881	-0.02701551	0.00642068	0.00292963	-0.01515811	-0.00812635	0.00437082	0.00235696	0.07967943	-0.02968596	-0.00760587	0.00792868	-0.01283469	-0.00565758	-0.00016428	0.06316709
-0.00093979	0.00872515	-0.00717325	0.00370334	-0.01010784	-0.00419671	0.00239978	0.00436558	-0.00308195	-0.01087706	0.01418886	0.01148611	0.05393508	-0.01264675	-0.00733539	0.00757488	-0.01152504	-0.01817303	0.00197580	0.04643097	0.05719703
-0.00186974	-0.00245764	-0.00724911	0.00378155	-0.00324376	0.00209469	0.00693026	0.00702311	-0.00907969	0.00062702	0.01144880	0.01520518	0.03647282	0.02134923	-0.00378888	0.00785486	0.00163407	0.00032157	0.00854224	0.01901500	0.03115178	0.03209830
0.00010841	-0.01035857	-0.00382980	-0.00928988	0.00700302	0.01147979	0.00462570	-0.00018247	-0.00103267	0.00448868	-0.01199231	0.00800330	-0.00387943	0.01758015	0.00299047	-0.00352414	-8.449215e-05	0.00273930	-0.00240946	-0.00060523	-0.00453178	0.00261454	0.00907835
0.00165486	-0.00166534	-0.00623236	-0.00198913	0.00662450	-0.00500918	0.00500664	-0.00315925	-0.00054778	-0.00015097	0.00789054	0.00863045	0.01671654	0.00346077	0.00220909	-0.00011108	-0.00393338	0.00024801	-0.00163683	0.00112932	0.00030000	0.00580632	-0.00435967	-0.00066741
-0.00238401	-0.00017558	0.00232753	-0.01165041	0.02830067	0.04105903	0.01658764	0.00692878	0.01723639	0.00420853	0.00828452	0.04514334	-0.00518975	0.03996467	0.00614013	0.00887068	-0.00150165	0.00816630	-0.00806380	0.00507660	0.00837185	0.00774571	0.01295160	0.00044423	0.01537694
-0.00318099	-0.00594857	-0.00216852	0.00145756	-0.00583249	0.00803676	0.00365477	-0.00414230	-0.00733512	-0.00766566	0.01000275	-0.00070910	-0.00075690	-0.00491396	-0.00588150	-0.00027598	-0.00153729	0.00069996	-0.00249388	0.00931147	0.00955558	0.00489650	0.00966143	0.01147246	-0.00099791	-0.00148398
0.00154947	0.00210350	-0.00254075	0.00371724	-0.01557752	-0.02725653	-0.00412924	-0.00423312	-0.01695411	-0.00932714	-0.00189396	-0.01548980	0.02317195	-0.01233883	0.00066707	-0.01045438	0.00398232	0.00145116	0.00100584	0.01092540	-0.00268459	0.00306587	0.00753278	0.00270797	-0.00571202	0.00232403	0.01019376
-0.00284444	0.00715952	-0.00307933	-0.00859429	0.01770451	0.03489665	0.00722484	0.00839305	0.00940395	0.00717607	0.00857874	0.04306989	-0.00665997	0.02065875	0.00036787	0.01933054	-0.00243197	-0.00208691	-0.00284391	0.01863628	0.02497402	0.01767644	8.454370e-06	0.00456743	0.02118553	-0.00408739	0.00339618	0.02148593
0.00421902	-0.00382143	-0.00175365	-0.00473006	0.02767088	0.04795731	0.01841465	0.01567959	0.02611581	0.01083841	-0.00444370	0.04803058	-0.02978797	0.01961428	0.00963577	0.01427228	0.00577425	0.01589936	-0.00836088	-0.00034460	-0.00635287	-0.00417259	-0.00358106	-0.00653229	0.01887019	-0.00339779	-0.00977332	0.02066080	0.01811320
-0.01287044	0.00874685	0.00054986	-0.00192532	0.02736219	0.03909549	0.02327642	0.00899455	0.01371517	0.01215446	0.00718150	0.05190124	0.02448049	0.04456535	0.00550920	0.01342866	-0.00438236	0.00864369	-0.00577119	0.02113430	0.03167472	0.01994772	0.00844246	0.00084358	0.02458084	0.01151815	-0.00324655	0.03609698	0.01486100	0.04725120
-0.00572344	-0.00086223	-0.00601832	0.00012753	0.00746242	0.01156695	0.01294187	0.00089666	0.00431308	0.00028051	0.00513737	0.01604541	0.02388231	0.01216750	0.00365720	0.00741320	-0.00165705	0.01146879	0.00161259	0.02199257	0.01693929	0.01123532	0.00029122	-0.00223639	0.00562459	0.00485198	0.00383853	0.00364127	0.00712573	0.02185120	0.00659129
0.00281731	0.00649308	-0.00334101	0.01054330	-0.01018300	-0.00941043	-0.01584542	-0.00552588	-0.00616900	-0.00042228	-0.00087402	-0.01268805	-0.01369933	-0.01955626	8.354227e-06	-0.00223869	-0.00843720	-0.01120484	-0.00543282	0.00569180	0.00660575	0.00359959	-0.01404207	0.00182047	-0.00594507	-0.00504509	0.00239103	0.01048789	-0.00302635	0.00370600	0.00817699	0.00840430
0.00506786	-0.00060127	0.00139319	-0.00342290	0.00700952	0.02853134	0.01900379	0.01370392	-0.00064329	0.00283373	0.00155623	0.04279132	0.00033344	0.02378830	-0.00529596	0.00923597	-0.00130605	0.00753553	-0.00555374	0.01250228	0.00427566	0.00745020	-0.00163846	0.00123733	0.00332261	0.00740278	0.01105719	0.00931926	0.01456424	0.01789557	0.01103309	0.00541888	0.01520710
-0.01231703	-0.00293909	-0.01362555	0.00507786	-0.00761679	-0.00938752	-0.01470435	0.00630477	-0.00671908	-0.00626555	0.01782651	-0.00491706	0.01915815	-0.00562366	-0.02019808	0.01126417	-0.01757577	-0.03541055	0.00446386	0.05473834	0.04276624	0.05273923	0.00899059	0.00939878	0.01128169	0.00112210	0.01319435	0.03659548	-0.02565970	0.03469942	0.02997919	0.02683548	0.02445384	0.22249210
-0.00735684	0.00218472	-0.00567733	-0.00193164	0.01044967	0.01287017	0.02226009	0.00512526	0.00170760	-0.00879350	0.00474911	0.03432113	0.05993368	0.02455196	-0.00494104	0.01895182	-0.00571080	-0.00306812	-0.00638369	0.03348597	0.02176901	0.02546489	0.00387640	0.00741237	0.01037072	0.01001824	0.00870149	0.01496477	0.00409649	0.03399522	0.01975106	-0.00014583	0.01998457	0.03752224	0.03796569
-0.00502493	0.00884770	0.00081750	0.00433168	0.01126280	0.00462588	0.00979708	0.00707788	0.00578504	0.00082208	0.01414082	0.01205368	-0.00899484	0.00014675	-0.00403640	0.00362035	-0.00806099	0.00057675	-0.00306010	0.01402760	0.02823685	0.00947798	0.00038014	0.00048275	0.01403164	0.00831332	-0.00386610	0.03156763	-0.00088074	0.02281972	0.00320880	0.00237516	0.00352332	0.02510422	0.00604123	0.04540765
0.00610454	-0.00764021	0.00187814	-0.00093223	0.02450583	0.03401838	0.01068596	0.00247946	0.00922335	0.00394084	-0.00950737	0.01470464	-0.04645106	0.02721037	0.00590145	0.00130924	0.01079724	0.00532589	-0.00496933	-0.01953487	-0.01323330	-0.01756067	0.00991285	-0.00013856	0.01250543	0.00140869	-0.00812562	0.00911391	0.01817951	-0.00145019	0.00151476	-0.00638168	0.00254103	-0.03298615	-0.00416036	0.00433167	0.02240798
-0.00077617	-0.00422973	-0.00558452	-0.00634629	0.00558246	0.02213265	0.00160923	6.014382e-05	0.00311884	-0.00283156	-0.00147488	0.00998125	-0.02742899	0.01612410	0.00616425	0.00822783	-0.00206637	0.00530113	0.00060222	-0.00093261	0.00966864	-0.00321610	0.00145771	0.00068565	0.00330908	-0.00219019	-0.00052463	0.00788226	0.01303933	0.00015341	0.00023640	-0.00393901	0.00153272	-0.00961144	0.00160757	0.01051459	0.00589419	-0.00868982
-0.00193972	-0.00893043	-0.01036283	0.00071664	-0.02062733	-0.05223470	-0.02138700	-0.00435147	-0.00497333	-0.01617880	-0.00288681	-0.03479872	0.00855115	-0.03910204	-0.00739426	-0.01186470	-0.00512249	-0.01784793	-0.00010264	0.02571749	0.01947636	0.00012255	0.00025924	0.00364643	-0.00872172	0.00635274	0.01229406	0.00572529	-0.00946259	-0.01108617	-0.00487672	0.00516861	-0.00555331	0.03728998	-0.01203808	0.00359374	-0.01065231	-0.00545815	0.03636388
-0.00461647	0.00461332	0.00045391	-0.00675779	0.01070620	0.01843182	0.01404928	0.00441176	0.00906080	0.00528676	-0.00186236	0.02373302	-0.01272655	0.01585723	0.00566330	0.00436437	-0.00201658	0.00909851	0.00178774	0.00046815	-0.01102315	-0.00613540	0.00744223	-0.00201877	0.01095487	0.01078149	-0.00775538	-5.734963e-05	0.01371528	0.00899505	0.00775899	0.00092920	0.01338455	-0.01085723	0.00022627	0.00230180	0.00687976	0.00847847	-0.00413099	0.00042767
-0.01120035	-0.00123833	-0.00032070	-0.01193234	0.04155005	0.08916829	0.04629043	0.01673890	0.02192202	0.00415317	0.01105994	0.08329464	-0.02748415	0.05115398	0.00430906	0.01649105	-0.00298319	0.02277369	-0.00299421	0.01753229	0.00399268	0.01897331	0.00212449	-0.00435654	0.02978107	0.00775515	-0.01011054	0.02899092	0.04626710	0.05490736	0.03102996	0.01651154	0.03868836	0.05078095	0.04377513	-0.00165146	0.01029416	0.00821142	-0.02598314	0.01894715	0.12009535
0.00332984	-7.654098e-05	-0.00393854	0.00094851	-0.01111858	-0.02867355	-0.00753386	0.00234298	-0.01169129	-0.00431743	0.00177078	-0.03182090	0.02968185	-0.03160041	-0.01568974	-0.00577096	0.00290932	-0.00733709	0.00047477	0.00942940	-0.00379750	-0.00322438	0.00749639	0.00064001	-0.01126097	-6.143474e-05	0.00453500	-0.00349777	-0.01725056	-0.00721448	0.00382982	0.01008065	-0.01569767	0.01727797	0.00029302	0.00304188	-0.00785076	-0.00095938	0.01003589	-0.00274652	-0.01306615	0.01108339
-0.00949183	0.01512505	0.00475658	0.00728458	0.01262872	0.02306799	0.02451800	0.00454841	0.01495809	-0.00084165	0.01403487	0.02980600	-0.00350673	0.01899493	-0.00287560	0.01023692	-0.00293164	0.00135335	-0.00014831	0.00888986	0.01872877	0.00737185	-0.00472407	-0.00693081	0.01119325	-0.00386756	-0.00733570	0.02618053	0.01401712	0.02971559	0.00775485	0.00234482	0.01168828	0.02768880	0.01041713	0.02045965	0.00254498	0.00542024	-0.00888013	0.00567775	0.02915211	0.00074575	0.02541858
-0.00574403	0.00390619	-0.00352175	-0.00219947	0.02326765	0.03514159	0.03093095	0.00668685	0.01328758	0.00731165	0.00603657	0.04075020	0.01441731	0.02215660	0.00714929	0.01169388	-0.00448647	0.00373255	-0.00268575	0.01952935	0.01251324	0.01461441	0.00611512	0.00384298	0.01623056	0.00070752	-0.00444897	0.01785076	0.01638385	0.03443377	0.01109540	0.00647364	0.01250841	0.02118994	0.02350793	0.00727135	0.00232273	0.00379006	-0.00668861	0.01444099	0.03198953	0.00068539	0.01985042	0.01154744
-0.00579067	-0.00269797	0.00179342	0.01043846	0.01096455	0.03336202	0.01286912	-0.00079588	0.00300015	0.01012207	0.00056000	0.02715281	-0.02779176	0.02214362	0.00690490	0.00921039	-0.00539897	0.00876844	0.00069318	-0.00854603	-0.00466809	0.00251195	0.00098648	-0.00439197	0.00454762	-0.00070416	-0.01234848	0.00266675	0.02029408	0.00644055	-0.00231065	-0.00619514	-0.00183222	-0.00917314	-0.00392867	-0.00319179	-0.00478099	0.00558094	-0.01376473	0.00064282	0.01871056	-0.01354448	0.00875768	0.00415226	0.01228175
0.00187333	-0.00036203	-0.00175600	0.00480937	-0.00797760	-0.01803928	0.00185989	0.00129601	-0.00894031	-0.00015779	0.00014042	-0.01769028	-0.00820355	-0.00217606	0.00130568	-0.00316300	0.00980854	-0.00231535	-0.00895575	-0.01164958	-0.00414304	-8.145056e-06	0.00271219	0.01233224	-0.00438131	0.00097008	0.00072290	-0.00880279	-0.00674978	-0.00884749	-8.262238e-05	-0.00690886	-0.00846672	-0.02393507	-0.00414436	-0.00055749	0.00495434	0.00259116	-0.01279300	-0.00587354	-0.02911479	-0.00382397	-0.00349203	-0.01098073	-0.00749251	0.00738308
0.00863140	0.00094675	0.00263167	-0.00316659	-0.01117611	-0.00320478	-0.00277388	0.00944723	-8.416312e-05	0.00217508	0.01413005	-0.00194815	0.01849443	0.00861666	-0.00074875	0.00143914	-0.00554224	0.00189866	-0.00350515	-0.00971615	0.00328359	0.00150999	-0.00376534	-0.00344916	-0.00034391	-0.00348870	0.00031851	0.00058657	-0.00386684	-3.296108e-05	0.00247067	0.00215792	-0.00299184	-0.00142214	-0.00297487	0.00464506	-0.00402524	-0.00438590	0.00114602	-0.00546446	-0.00427856	0.00544879	0.00045527	-0.00086314	-0.00301160	0.00777686	0.00852316
-0.00462404	0.00412945	-0.00452371	-0.00223384	0.01073477	0.01677720	0.01586388	0.00849924	0.00266545	0.00292195	0.00136182	0.02224954	-0.00288426	0.01812817	0.00403697	0.00541861	-0.00307165	0.00270941	-0.00652409	0.01090369	0.00105463	0.00822228	0.00390854	0.00139668	0.00536675	0.00338822	0.00669135	0.01246931	0.00847461	0.01872250	0.01140594	0.00475107	0.01619236	0.02325572	0.01577088	0.00062875	-0.01125679	0.00310933	0.00188514	0.00615140	0.02068392	-0.00047161	-0.00128560	0.01677629	-0.00145570	-0.00437348	-0.00412634	0.00950624
-0.00128917	-0.00749955	-0.00596157	-0.00315467	-0.01480925	-0.01350312	-0.00537256	-0.00290589	-0.00011239	-0.00699247	-0.00313583	-0.00206826	0.01953159	-0.00011347	-0.00505847	-0.00311426	0.00311721	-0.00053538	-0.00145795	0.01346350	-0.00486136	-0.00625719	-0.00587256	0.00344591	-0.00195950	-0.00707548	-0.00307400	-0.00209997	-0.00409534	-0.00694709	0.00366130	-0.00210231	-0.00834743	-0.01684341	0.00117052	0.00166949	0.00109294	-0.00192082	-0.00559191	-0.00826604	-0.01645281	0.00326926	-0.00710472	-0.00365339	0.01066982	0.00939200	-0.00080385	-0.00182470	0.00021715
-0.00225693	0.00770567	-0.00463019	-0.00142227	0.01078099	0.00542520	0.00987307	-0.00575043	0.00411073	0.00971635	0.01130276	0.02216404	0.02346347	0.01515144	0.00259446	0.01096055	-0.00561431	0.00535368	0.00243287	0.02646796	0.02184934	0.02678768	-0.00631559	0.00099991	0.00239650	0.00026402	0.00779856	0.01244614	0.00248705	0.02516257	0.01874761	0.00824250	0.01250540	0.03455848	0.02168081	0.02502083	-0.01320034	0.00582007	0.00255609	-0.00270311	0.02316080	-0.00702130	0.02155123	0.01177271	-0.00156035	-0.01273024	-8.206863e-05	0.00573230	-0.00575664	0.02160511
